Sigla;Código;Município;pib
MG;3164902;São Sebastião do Rio Verde;16661,28577
MG;3165008;São Tiago;114878,473
MG;3165107;São Tomás de Aquino;91154,85979
MG;3165206;São Thomé das Letras;64121,58287
MG;3165305;São Vicente de Minas;96213,65039
MG;3165404;Sapucaí-Mirim;51475,7734
MG;3165503;Sardoá;32117,27511
MG;3165537;Sarzedo;1022771,036
MG;3165552;Setubinha;57270,71909
MG;3165560;Sem-Peixe;17115,48926
MG;3165578;Senador Amaral;41754,97841
MG;3165602;Senador Cortes;17755,01525
MG;3165701;Senador Firmino;49844,28192
MG;3165800;Senador José Bento;16569,79154
MG;3165909;Senador Modestino Gonçalves;43042,89972
MG;3166006;Senhora de Oliveira;37850,13543
MG;3166105;Senhora do Porto;23236,73324
MG;3166204;Senhora dos Remédios;54041,81307
MG;3166303;Sericita;49007,76326
MG;3166402;Seritinga;21114,62731
MG;3166501;Serra Azul de Minas;21037,1373
MG;3166600;Serra da Saudade;10218,87837
MG;3166709;Serra dos Aimorés;42495,33477
MG;3166808;Serra do Salitre;458975,1965
MG;3166907;Serrania;75457,99788
MG;3166956;Serranópolis de Minas;22152,80672
MG;3167004;Serranos;18001,02269
MG;3167103;Serro;136513,1237
MG;3167202;Sete Lagoas;5909658,912
MG;3167301;Silveirânia;16408,27622
MG;3167400;Silvianópolis;66079,37264
MG;3167509;Simão Pereira;48581,56821
MG;3167608;Simonésia;133174,0511
MG;3167707;Sobrália;31450,2075
MG;3167806;Soledade de Minas;38220,78042
MG;3167905;Tabuleiro;30683,70993
MG;3168002;Taiobeiras;260207,2524
MG;3168051;Taparuba;22906,23368
MG;3168101;Tapira;321741,3224
MG;3168200;Tapiraí;26160,3473
MG;3168309;Taquaraçu de Minas;30773,33693
MG;3168408;Tarumirim;87918,95166
MG;3168507;Teixeiras;89310,50419
MG;3168606;Teófilo Otoni;1377861,071
MG;3168705;Timóteo;2619413,948
MG;3168804;Tiradentes;96025,52705
MG;3168903;Tiros;177320,9501
MG;3169000;Tocantins;163238,3078
MG;3169059;Tocos do Moji;33012,14469
MG;3169109;Toledo;50023,53592
MG;3169208;Tombos;61141,95194
MG;3169307;Três Corações;1381451,286
MG;3169356;Três Marias;1471205,257
MG;3169406;Três Pontas;877254,1336
MG;3169505;Tumiritinga;38705,32639
MG;3169604;Tupaciguara;441860,6409
MG;3169703;Turmalina;207125,1951
MG;3169802;Turvolândia;65268,99518
MG;3169901;Ubá;1668341,243
MG;3170008;Ubaí;54718,68364
MG;3170057;Ubaporanga;78419,42333
MG;3170107;Uberaba;9521710,552
MG;3170206;Uberlândia;20133064,62
MG;3170305;Umburatiba;20619,81158
MG;3170404;Unaí;2016403,495
MG;3170438;União de Minas;60882,87389
MG;3170479;Uruana de Minas;45325,58736
MG;3170503;Urucânia;112032,349
MG;3170529;Urucuia;90206,77419
MG;3170578;Vargem Alegre;36098,67448
MG;3170602;Vargem Bonita;40909,59041
MG;3170651;Vargem Grande do Rio Pardo;31803,58062
MG;3170701;Varginha;3778249,506
MG;3170750;Varjão de Minas;147603,9981
MG;3170800;Várzea da Palma;498369,5305
MG;3170909;Varzelândia;87389,12539
MG;3171006;Vazante;545533,405
MG;3171030;Verdelândia;53893,36835
MG;3171071;Veredinha;62109,64345
MG;3171105;Veríssimo;79559,83354
MG;3171154;Vermelho Novo;29976,49689
MG;3171204;Vespasiano;1410008,689
MG;3171303;Viçosa;845788,9883
MG;3171402;Vieiras;24955,05088
MG;3171501;Mathias Lobato;20507,31102
MG;3171600;Virgem da Lapa;61433,70649
MG;3171709;Virgínia;84233,50812
MG;3171808;Virginópolis;85870,60128
MG;3171907;Virgolândia;29256,68005
MG;3172004;Visconde do Rio Branco;630973,6099
MG;3172103;Volta Grande;65521,53793
MG;3172202;Wenceslau Braz;15445,71959
MS;5000203;Água Clara;576613,9011
MS;5000252;Alcinópolis;110978,7649
MS;5000609;Amambaí;824478,3019
MS;5000708;Anastácio;325349,276
MS;5000807;Anaurilândia;194584,4173
MS;5000856;Angélica;553086,3469
MS;5000906;Antônio João;339581,2966
MS;5001003;Aparecida do Taboado;650628,064
MS;5001102;Aquidauana;562492,047
MS;5001243;Aral Moreira;476909,9326
MS;5001508;Bandeirantes;354350,6124
MS;5001904;Bataguassu;489694,8506
MS;5002001;Batayporã;281581,4245
MS;5002100;Bela Vista;456034,3106
MS;5002159;Bodoquena;164300,2944
MS;5002209;Bonito;562182,0869
MS;5002308;Brasilândia;402041,9791
MS;5002407;Caarapó;979401,3715
MS;5002605;Camapuã;297377,7164
MS;5002704;Campo Grande;16212754,45
MS;5002803;Caracol;83848,3921
MS;5002902;Cassilândia;365502,1718
MS;5002951;Chapadão do Sul;1134410,334
MS;5003108;Corguinho;70169,5381
MS;5003157;Coronel Sapucaia;165255,3821
MS;5003207;Corumbá;1824220,334
MS;5003256;Costa Rica;978774,4493
MS;5003306;Coxim;521731,3681
MS;5003454;Deodápolis;230779,254
MS;5003488;Dois Irmãos do Buriti;155054,2424
MS;5003504;Douradina;93819,86261
MS;5003702;Dourados;5879759,905
MS;5003751;Eldorado;260255,8003
MS;5003801;Fátima do Sul;302922,9202
MS;5003900;Figueirão;66943,89974
MS;5004007;Glória de Dourados;142867,3045
MS;5004106;Guia Lopes da Laguna;170043,4244
MS;5004304;Iguatemi;378719,3533
MS;5004403;Inocência;189632,5255
MS;5004502;Itaporã;551343,7553
MS;5004601;Itaquiraí;581266,5693
MS;5004700;Ivinhema;803428,094
MS;5004809;Japorã;78186,9533
MS;5004908;Jaraguari;176466,6927
MS;5005004;Jardim;385803,154
MS;5005103;Jateí;223338,8127
MS;5005152;Juti;216722,7529
MS;5005202;Ladário;179141,4985
MS;5005251;Laguna Carapã;474827,0385
MS;5005400;Maracaju;1889950,068
MS;5005608;Miranda;308641,7763
MS;5005681;Mundo Novo;363459,4231
MS;5005707;Naviraí;1406621,069
MS;5005806;Nioaque;220625,2619
MS;5006002;Nova Alvorada do Sul;916633,0629
MS;5006200;Nova Andradina;1439910,964
MS;5006259;Novo Horizonte do Sul;131381,0443
MS;5006275;Paraíso das Águas;496822,5311
MS;5006309;Paranaíba;769269,0038
MS;5006358;Paranhos;137497,1534
MS;5006408;Pedro Gomes;130481,0399
MS;5006606;Ponta Porã;2345521,773
MS;5006903;Porto Murtinho;222622,2635
MS;5007109;Ribas do Rio Pardo;884741,7225
MS;5007208;Rio Brilhante;1741679,469
MS;5007307;Rio Negro;62700,15467
MS;5007406;Rio Verde de Mato Grosso;295598,247
MS;5007505;Rochedo;130910,5026
MS;5007554;Santa Rita do Pardo;220645,8014
MS;5007695;São Gabriel do Oeste;1041814,906
MS;5007703;Sete Quedas;179568,1604
MS;5007802;Selvíria;804399,52
MS;5007901;Sidrolândia;1497130,334
MS;5007935;Sonora;411283,8298
MS;5007950;Tacuru;149442,752
MS;5007976;Taquarussu;85068,62636
MS;5008008;Terenos;355320,1712
MS;5008305;Três Lagoas;6095724,563
MS;5008404;Vicentina;146631,1717
MT;5100102;Acorizal;50957,61731
MT;5100201;Água Boa;933926,8726
MT;5100250;Alta Floresta;985841,9116
MT;5100300;Alto Araguaia;547530,4065
MT;5100359;Alto Boa Vista;123258,5975
MT;5100409;Alto Garças;559069,8827
MT;5100508;Alto Paraguai;77792,50114
MT;5100607;Alto Taquari;604897,2879
MT;5100805;Apiacás;109161,951
MT;5101001;Araguaiana;59095,00197
MT;5101209;Araguainha;13088,80958
MT;5101258;Araputanga;305822,7271
MT;5101308;Arenápolis;108422,0614
MT;5101407;Aripuanã;675050,9546
MT;5101605;Barão de Melgaço;58173,52439
MT;5101704;Barra do Bugres;732376,2901
MT;5101803;Barra do Garças;1198409,146
MT;5101852;Bom Jesus do Araguaia;359045,2933
MT;5101902;Brasnorte;974310,3712
MT;5102504;Cáceres;1057166,331
MT;5102603;Campinápolis;204155,3671
MT;5102637;Campo Novo do Parecis;3225849,832
MT;5102678;Campo Verde;2330807,073
MT;5102686;Campos de Júlio;1541653,013
MT;5102694;Canabrava do Norte;124727,1732
MT;5102702;Canarana;1368446,502
MT;5102793;Carlinda;139750,4322
MT;5102850;Castanheira;100416,7832
MT;5103007;Chapada dos Guimarães;566976,1978
MT;5103056;Cláudia;498735,0406
MT;5103106;Cocalinho;138961,5279
MT;5103205;Colíder;592571,7083
MT;5103254;Colniza;396372,6046
MT;5103304;Comodoro;587347,2011
MT;5103353;Confresa;714545,1853
MT;5103361;Conquista D'Oeste;66849,13786
MT;5103379;Cotriguaçu;152538,6179
MT;5103403;Cuiabá;13886085,62
MT;5103437;Curvelândia;57811,74874
MT;5103452;Denise;247224,8748
MT;5103502;Diamantino;2682705,08
MT;5103601;Dom Aquino;314314,8853
MT;5103700;Feliz Natal;487766,0029
MT;5103809;Figueirópolis D'Oeste;39037,22637
MT;5103858;Gaúcha do Norte;602607,1314
MT;5103908;General Carneiro;224878,3431
MT;5103957;Glória D'Oeste;41655,08165
MT;5104104;Guarantã do Norte;513130,9106
MT;5104203;Guiratinga;339446,8561
MT;5104500;Indiavaí;48361,70197
MT;5104526;Ipiranga do Norte;898551,2826
MT;5104542;Itanhangá;336783,7205
MT;5104559;Itaúba;195606,2584
MT;5104609;Itiquira;1001209,674
MT;5104807;Jaciara;559174,9144
MT;5104906;Jangada;88126,2141
MT;5105002;Jauru;162830,3182
MT;5105101;Juara;637485,1048
MT;5105150;Juína;622234,5107
MT;5105176;Juruena;139066,0927
MT;5105200;Juscimeira;246784,2088
MT;5105234;Lambari D'Oeste;114358,4497
MT;5105259;Lucas do Rio Verde;3217032,31
MT;5105309;Luciára;19221,72375
MT;5105507;Vila Bela da Santíssima Trindade;298347,7419
MT;5105580;Marcelândia;314898,3944
MT;5105606;Matupá;598864,2705
MT;5105622;Mirassol d'Oeste;390102,9159
MT;5105903;Nobres;520449,9821
MT;5106000;Nortelândia;152021,8622
MT;5106109;Nossa Senhora do Livramento;181048,8731
MT;5106158;Nova Bandeirantes;160289,4861
MT;5106174;Nova Nazaré;65631,70445
MT;5106182;Nova Lacerda;208013,9962
MT;5106190;Nova Santa Helena;155567,2636
MT;5106208;Nova Brasilândia;50945,48032
MT;5106216;Nova Canaã do Norte;424402,5151
MT;5106224;Nova Mutum;2818014,775
MT;5106232;Nova Olímpia;341760,353
MT;5106240;Nova Ubiratã;1526553,664
MT;5106257;Nova Xavantina;482341,7022
MT;5106265;Novo Mundo;226997,6482
MT;5106273;Novo Horizonte do Norte;47380,47305
MT;5106281;Novo São Joaquim;402872,4293
MT;5106299;Paranaíta;371681,2998
MT;5106307;Paranatinga;997060,2244
MT;5106315;Novo Santo Antônio;26445,09974
MT;5106372;Pedra Preta;735605,1962
MT;5106422;Peixoto de Azevedo;428800,7734
MT;5106455;Planalto da Serra;108250,2763
MT;5106505;Poconé;331216,5768
MT;5106653;Pontal do Araguaia;57523,72864
MT;5106703;Ponte Branca;14580,72568
MT;5106752;Pontes e Lacerda;1137246,188
MT;5106778;Porto Alegre do Norte;265473,7722
MT;5106802;Porto dos Gaúchos;615627,3203
MT;5106828;Porto Esperidião;144067,9328
MT;5106851;Porto Estrela;39006,8839
MT;5107008;Poxoréo;503103,4232
MT;5107040;Primavera do Leste;3251425,737
MT;5107065;Querência;1988337,64
MT;5107107;São José dos Quatro Marcos;209375,673
MT;5107156;Reserva do Cabaçal;22157,47479
MT;5107180;Ribeirão Cascalheira;353294,2275
MT;5107198;Ribeirãozinho;88221,90959
MT;5107206;Rio Branco;50048,27671
MT;5107248;Santa Carmem;481897,3017
MT;5107263;Santo Afonso;75419,25288
MT;5107297;São José do Povo;27524,825
MT;5107305;São José do Rio Claro;684163,4997
MT;5107354;São José do Xingu;436321,9724
MT;5107404;São Pedro da Cipa;32344,14346
MT;5107578;Rondolândia;53394,35136
MT;5107602;Rondonópolis;8073732,691
MT;5107701;Rosário Oeste;249775,9767
MT;5107743;Santa Cruz do Xingu;149646,2799
MT;5107750;Salto do Céu;44030,19714
MT;5107768;Santa Rita do Trivelato;577005,0856
MT;5107776;Santa Terezinha;140318,0699
MT;5107792;Santo Antônio do Leste;476133,1653
MT;5107800;Santo Antônio do Leverger;382360,4502
MT;5107859;São Félix do Araguaia;757591,3527
MT;5107875;Sapezal;3257722,5
MT;5107883;Serra Nova Dourada;34770,14094
MT;5107909;Sinop;4492495,934
MT;5107925;Sorriso;5845656,365
MT;5107941;Tabaporã;616106,2646
MT;5107958;Tangará da Serra;2607239,614
MT;5108006;Tapurah;937208,9946
MT;5108055;Terra Nova do Norte;234481,0358
MT;5108105;Tesouro;146009,8512
MT;5108204;Torixoréu;98664,38866
MT;5108303;União do Sul;235379,1731
MT;5108352;Vale de São Domingos;36016,5164
MT;5108402;Várzea Grande;4629323,686
MT;5108501;Vera;603085,142
MT;5108600;Vila Rica;410412,3006
MT;5108808;Nova Guarita;78161,7457
MT;5108857;Nova Marilândia;197391,7963
MT;5108907;Nova Maringá;562389,3494
MT;5108956;Nova Monte verde;171428,9085
MT;5199919;São Gonçalo;
PA;1500107;Abaetetuba;909966,588
PA;1500131;Abel Figueiredo;49246,30179
PA;1500206;Acará;669140,2407
PA;1500305;Afuá;207372,6029
PA;1500347;Água Azul do Norte;300218,7055
PA;1500404;Alenquer;347959,5538
PA;1500503;Almeirim;321336,1337
PA;1500602;Altamira;1456540,973
PA;1500701;Anajás;120912,4241
PA;1500800;Ananindeua;4173177,809
PA;1500859;Anapu;274497,6239
PA;1500909;Augusto Corrêa;169810,9544
PA;1500958;Aurora do Pará;144072,1341
PA;1501006;Aveiro;70940,23694
PA;1501105;Bagre;116957,6327
PA;1501204;Baião;262414,3172
PA;1501253;Bannach;60221,40796
PA;1501303;Barcarena;4315137,173
PA;1501402;Belém;15622698,37
PA;1501451;Belterra;110724,8218
PA;1501501;Benevides;927419,579
PA;1501576;Bom Jesus do Tocantins;113846,3621
PA;1501600;Bonito;96480,66416
PA;1501709;Bragança;648662,8053
PA;1501725;Brasil Novo;177299,477
PA;1501758;Brejo Grande do Araguaia;53723,9173
PA;1501782;Breu Branco;370789,2311
PA;1501808;Breves;417294,4405
PA;1501907;Bujaru;250549,4764
PA;1501956;Cachoeira do Piriá;106261,2105
PA;1502004;Cachoeira do Arari;119423,3088
PA;1502103;Cametá;650584,651
PA;1502152;Canaã dos Carajás;16333405
PA;1502202;Capanema;666201,222
PA;1502301;Capitão Poço;287447,3249
PA;1502400;Castanhal;2198341,169
PA;1502509;Chaves;115894,2457
PA;1502608;Colares;47133,06519
PA;1502707;Conceição do Araguaia;309411,5415
PA;1502756;Concórdia do Pará;196169,228
PA;1502764;Cumaru do Norte;189956,4898
PA;1502772;Curionópolis;1711941,511
PA;1502806;Curralinho;131878,6609
PA;1502855;Curuá;69888,98692
PA;1502905;Curuçá;172614,599
PA;1502939;Dom Eliseu;439084,0711
PA;1502954;Eldorado dos Carajás;259564,4587
PA;1503002;Faro;35818,1233
PA;1503044;Floresta do Araguaia;281308,8091
PA;1503077;Garrafão do Norte;128854,2165
PA;1503093;Goianésia do Pará;236502,3114
PA;1503101;Gurupá;156047,6083
PA;1503200;Igarapé-Açu;194142,3508
PA;1503309;Igarapé-Miri;322672,603
PA;1503408;Inhangapi;81517,62331
PA;1503457;Ipixuna do Pará;291853,9857
PA;1503507;Irituia;129775,2273
PA;1503606;Itaituba;1437093,315
PA;1503705;Itupiranga;393031,198
PA;1503754;Jacareacanga;292109,3293
PA;1503804;Jacundá;287410,914
PA;1503903;Juruti;677690,283
PA;1504000;Limoeiro do Ajuru;234827,8737
PA;1504059;Mãe do Rio;158859,6554
PA;1504109;Magalhães Barata;45948,7751
PA;1504208;Marabá;6312702,66
PA;1504307;Maracanã;135372,7135
PA;1504406;Marapanim;123077,0095
PA;1504422;Marituba;1203681,734
PA;1504455;Medicilândia;477997,5936
PA;1504505;Melgaço;101229,4947
PA;1504604;Mocajuba;211035,1729
PA;1504703;Moju;629480,7602
PA;1504752;Mojuí dos Campos;134741,1232
PA;1504802;Monte Alegre;376872,1969
PA;1504901;Muaná;158137,5045
PA;1504950;Nova Esperança do Piriá;163775,603
PA;1504976;Nova Ipixuna;89909,41795
PA;1505007;Nova Timboteua;68849,8739
PA;1505031;Novo Progresso;453521,487
PA;1505064;Novo Repartimento;521439,6135
PA;1505106;Óbidos;450903,1649
PA;1505205;Oeiras do Pará;195628,1984
PA;1505304;Oriximiná;1063655,419
PA;1505403;Ourém;93655,07963
PA;1505437;Ourilândia do Norte;607983,3509
PA;1505486;Pacajá;405004,3382
PA;1505494;Palestina do Pará;46106,08915
PA;1505502;Paragominas;1998172,336
PA;1505536;Parauapebas;23229749,81
PA;1505551;Pau D'Arco;53622,15332
PA;1505601;Peixe-Boi;33762,77081
PA;1505635;Piçarra;136660,168
PA;1505650;Placas;150901,5247
PA;1505700;Ponta de Pedras;128479,3702
PA;1505809;Portel;441475,0581
PA;1505908;Porto de Moz;188906,1734
PA;1506005;Prainha;206781,1581
PA;1506104;Primavera;150184,0419
PA;1506112;Quatipuru;56428,59874
PA;1506138;Redenção;1191515,803
PA;1506161;Rio Maria;280958,2368
PA;1506187;Rondon do Pará;342659,8907
PA;1506195;Rurópolis;231927,1332
PA;1506203;Salinópolis;299644,0658
PA;1506302;Salvaterra;98202,71625
PA;1506351;Santa Bárbara do Pará;112278,3564
PA;1506401;Santa Cruz do Arari;44833,57248
PA;1506500;Santa Isabel do Pará;436525,0336
PA;1506559;Santa Luzia do Pará;91572,65232
PA;1506583;Santa Maria das Barreiras;500531,3151
PA;1506609;Santa Maria do Pará;173485,1946
PA;1506708;Santana do Araguaia;645114,6031
PA;1506807;Santarém;2983145,053
PA;1506906;Santarém Novo;28038,77983
PA;1507003;Santo Antônio do Tauá;221999,0757
PA;1507102;São Caetano de Odivelas;85514,89412
PA;1507151;São Domingos do Araguaia;167593,6198
PA;1507201;São Domingos do Capim;204652,9837
PA;1507300;São Félix do Xingu;937872,7946
PA;1507409;São Francisco do Pará;123411,7103
PA;1507458;São Geraldo do Araguaia;331752,4716
PA;1507466;São João da Ponta;26798,00605
PA;1507474;São João de Pirabas;85037,35027
PA;1507508;São João do Araguaia;87241,61429
PA;1507607;São Miguel do Guamá;370243,0666
PA;1507706;São Sebastião da Boa Vista;114380,8565
PA;1507755;Sapucaia;65901,98587
PA;1507805;Senador José Porfírio;114965,766
PA;1507904;Soure;112875,403
PA;1507953;Tailândia;602985,2453
PA;1507961;Terra Alta;38766,47814
PA;1507979;Terra Santa;242525,5259
PA;1508001;Tomé-Açu;485776,0034
PA;1508035;Tracuateua;133194,1238
PA;1508050;Trairão;152890,1238
PA;1508084;Tucumã;459535,8321
PA;1508100;Tucuruí;2620889,992
PA;1508126;Ulianópolis;931693,1997
PA;1508159;Uruará;361556,2497
PA;1508209;Vigia;222567,647
PA;1508308;Viseu;288752,0513
PA;1508357;Vitória do Xingu;1974958,01
PA;1508407;Xinguara;749235,0354
PA;1599919;Monsarás;
PA;1599939;Vila Franca;
PB;2500106;Água Branca;42963,07567
PB;2500205;Aguiar;28053,25085
PB;2500304;Alagoa Grande;140096,3364
PB;2500403;Alagoa Nova;156406,5831
PB;2500502;Alagoinha;64657,47763
PB;2500536;Alcantil;25719,68122
PB;2500577;Algodão de Jandaíra;13364,22588
PB;2500601;Alhandra;1587039,752
PB;2500700;São João do Rio do Peixe;105279,5148
PB;2500734;Amparo;13739,53894
PB;2500775;Aparecida;49120,26382
PB;2500809;Araçagi;86768,7385
PB;2500908;Arara;52426,19304
PB;2501005;Araruna;95367,79558
PB;2501104;Areia;120073,1046
PB;2501153;Areia de Baraúnas;12181,33621
PB;2501203;Areial;29211,86655
PB;2501302;Aroeiras;78416,62248
PB;2501351;Assunção;22639,21991
PB;2501401;Baía da Traição;50347,03337
PB;2501500;Bananeiras;130194,4202
PB;2501534;Baraúna;23239,53409
PB;2501575;Barra de Santana;42386,56867
PB;2501609;Barra de Santa Rosa;70415,54555
PB;2501708;Barra de São Miguel;39592,26024
PB;2501807;Bayeux;638051,8088
PB;2501906;Belém;101795,2651
PB;2502003;Belém do Brejo do Cruz;36670,98022
PB;2502052;Bernardino Batista;18689,56344
PB;2502102;Boa Ventura;24094,25823
PB;2502151;Boa Vista;96342,95601
PB;2502201;Bom Jesus;14961,64043
PB;2502300;Bom Sucesso;25447,06576
PB;2502409;Bonito de Santa Fé;45069,77697
PB;2502508;Boqueirão;119799,5555
PB;2502607;Igaracy;28369,7462
PB;2502706;Borborema;32305,39845
PB;2502805;Brejo do Cruz;68692,55984
PB;2502904;Brejo dos Santos;30020,84358
PB;2503001;Caaporã;218058,2886
PB;2503100;Cabaceiras;54376,9807
PB;2503209;Cabedelo;1471631,452
PB;2503308;Cachoeira dos Índios;58262,68458
PB;2503407;Cacimba de Areia;18254,96585
PB;2503506;Cacimba de Dentro;71905,12761
PB;2503555;Cacimbas;31324,16953
PB;2503605;Caiçara;30651,03342
PB;2503704;Cajazeiras;574985,2105
PB;2503753;Cajazeirinhas;19610,10741
PB;2503803;Caldas Brandão;34873,30535
PB;2503902;Camalaú;33443,00782
PB;2504009;Campina Grande;4842241,96
PB;2504033;Capim;35308,36974
PB;2504074;Caraúbas;19697,86718
PB;2504108;Carrapateira;14447,6856
PB;2504157;Casserengue;32684,91278
PB;2504207;Catingueira;24693,63879
PB;2504306;Catolé do Rocha;236021,0331
PB;2504355;Caturité;28785,67149
PB;2504405;Conceição;97567,39153
PB;2504504;Condado;42186,77515
PB;2504603;Conde;600776,3132
PB;2504702;Congo;28803,87698
PB;2504801;Coremas;116515,5662
PB;2504850;Coxixola;11211,31067
PB;2504900;Cruz do Espírito Santo;89250,75286
PB;2505006;Cubati;35857,33512
PB;2505105;Cuité;102902,532
PB;2505204;Cuitegi;31155,6521
PB;2505238;Cuité de Mamanguape;34595,08821
PB;2505279;Curral de Cima;25919,94154
PB;2505303;Curral Velho;12502,49963
PB;2505352;Damião;23469,20327
PB;2505402;Desterro;33943,89204
PB;2505501;Vista Serrana;18387,53912
PB;2505600;Diamante;27702,67858
PB;2505709;Dona Inês;43800,52795
PB;2505808;Duas Estradas;21017,9982
PB;2505907;Emas;19437,38872
PB;2506004;Esperança;236790,7983
PB;2506103;Fagundes;49160,40925
PB;2506202;Frei Martinho;14127,4558
PB;2506251;Gado Bravo;35575,85032
PB;2506301;Guarabira;835663,4714
PB;2506400;Gurinhém;70473,89646
PB;2506509;Gurjão;17889,92255
PB;2506608;Ibiara;26968,39071
PB;2506707;Imaculada;45893,69183
PB;2506806;Ingá;91009,21592
PB;2506905;Itabaiana;156759,4894
PB;2507002;Itaporanga;159290,9853
PB;2507101;Itapororoca;96364,42914
PB;2507200;Itatuba;72455,96021
PB;2507309;Jacaraú;77083,88767
PB;2507408;Jericó;35618,79659
PB;2507507;João Pessoa;10383793,92
PB;2507606;Juarez Távora;34133,4158
PB;2507705;Juazeirinho;98183,11034
PB;2507804;Junco do Seridó;45094,51776
PB;2507903;Juripiranga;54785,90389
PB;2508000;Juru;40736,4049
PB;2508109;Lagoa;23915,47104
PB;2508208;Lagoa de Dentro;38995,68052
PB;2508307;Lagoa Seca;144599,6263
PB;2508406;Lastro;13768,481
PB;2508505;Livramento;32696,58296
PB;2508554;Logradouro;22710,64143
PB;2508604;Lucena;104128,8348
PB;2508703;Mãe d'Água;18020,62859
PB;2508802;Malta;37185,40185
PB;2508901;Mamanguape;375783,1355
PB;2509008;Manaíra;47347,32973
PB;2509057;Marcação;44659,45336
